Taxonomy	ASE.V01.A	ASE.V01.B	ASE.V01.C	ASE.V02.A	ASE.V02.B	ASE.V02.C	ASE.V03.A	ASE.V03.B	ASE.V03.C	ASE.V04.A	ASE.V04.B	ASE.V04.C	PDC.V01.5	PDC.V01.6	PDC.V01.7	PDC.V02.5	PDC.V02.6	PDC.V02.7	PDC.V03.5	PDC.V03.6	PDC.V03.7	PDC.V04.5	PDC.V04.6	PDC.V04.7	Tax_detail
unidentified_Gemmatimonadaceae	0	0	0	0	0.000188264825855036	0	0	0	0	0	0	0	0	0	0	0	0	0.000439284593661751	0	0	0	0	0	0	k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__unidentified_Gemmatimonadaceae;
Asaccharospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000439284593661751	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Asaccharospora;
Snodgrassella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000423595858173831	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;
Lachnospiraceae_NK4A136_group	0	0	0	0	0.000109821148415438	0	0	0	0	0	0	0	9.4132412927518e-05	0	0	0	0	0.000423595858173831	0	0	1.56887354879197e-05	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group;
Geobacillus	0	0	0	0	4.7066206463759e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000423595858173831	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;
Chitinophaga	0	0	0	0	0.000423595858173831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;
Lysinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000423595858173831	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus;
[Eubacterium]_eligens_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000423595858173831	0	0	0	0	0	4.7066206463759e-05	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_eligens_group;
Lysobacter	0	0	0	0	3.13774709758394e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000407907122685912	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;
Coprococcus	0	0	0	0	0	0	0	0	0	0	0	0	4.7066206463759e-05	0	0	0	0	0.000407907122685912	3.13774709758394e-05	0	0	0	0	7.84436774395984e-05	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;
Serratia	0	0	0	0.000407907122685912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia;
Flavisolibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000392218387197992	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;
Roseisolibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000376529651710072	0	0	0	0	0	0	k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter;
Lachnospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125509883903357	0	0.000360840916222153	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;
Burkholderia-Caballeronia-Paraburkholderia	0	0	0	0	0.000360840916222152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Caballeronia-Paraburkholderia;
Aurantimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360840916222152	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Aurantimicrobium;
Sphaerobacter	0	0	0	0	0.000360840916222152	0	0	0	0	0	0	0	0	0	0	0	0	9.4132412927518e-05	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Sphaerobacter;
Lautropia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000345152180734233	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;
Polaromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000345152180734233	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas;
Brachymonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000345152180734233	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Brachymonas;
Aeribacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000329463445246313	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Aeribacillus;
Lewinella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000329463445246313	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;
IMCC26207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000329463445246313	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__IMCC26207;
[Eubacterium]_hallii_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000329463445246313	0	0	4.7066206463759e-05	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_hallii_group;
Brevibacillus	0	0	0	0	3.13774709758394e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000313774709758393	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus;
Citrifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313774709758393	0	0	0	0	0	0	k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Citrifermentans;
Bifidobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313774709758393	0	0	6.27549419516787e-05	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;
Opitutus	0	0	0	0	0	0	0	0	0	0	0	0	0.000313774709758393	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;
Dechloromonas	0	0	0	0	0.000219642296830875	0	0	0	0	0.000313774709758393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Dechloromonas;
LD29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000298085974270474	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__LD29;
[Ruminococcus]_torques_group	0	0	7.84436774395984e-05	0	0	0	0	0	0	0	3.13774709758394e-05	0	0	0	0	0	0	0.000298085974270474	0	0	0	0	3.13774709758394e-05	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_torques_group;
Phenylobacterium	0	0	1.56887354879197e-05	0	0.000109821148415438	0	0	0	0	0	0	0	0	0	0	0	0	0.000298085974270474	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;
Paracoccus	0	0	0	0	0	0	0	0	6.27549419516787e-05	0	0	0	7.84436774395984e-05	0	0	0	0	0.000298085974270474	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;
Lachnoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000282397238782554	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;
unidentified_Subgroup_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000282397238782554	0	0	0	0	0	0	k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup_2;f__unidentified_Subgroup_2;g__unidentified_Subgroup_2;
Jatrophihabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000282397238782554	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Jatrophihabitans;
[Eubacterium]_nodatum_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000282397238782554	0	0	0	0	0	1.56887354879197e-05	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_nodatum_group;
Haemophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000282397238782554	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;
Pedococcus-Phycicoccus	0	0	0	0	0.000282397238782554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Pedococcus-Phycicoccus;
Methyloversatilis	0	0	0	0	0.000282397238782554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Methyloversatilis;
Turicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000282397238782554	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;
Ferrovibrio	0	0	0	0	0	0	0	0	0	0.000266708503294634	0	0	9.4132412927518e-05	0	0	0	0	9.4132412927518e-05	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__Ferrovibrio;
Blastococcus	0	0	0	0	0	0	0	0	0	0	0	0	0.000266708503294634	0	0	0	0	0.000125509883903357	0	0	0	0	0	4.7066206463759e-05	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus;
Reyranella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266708503294634	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;
Nonomuraea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266708503294634	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;
Fretibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266708503294634	0	0	0	0	0	0	k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Fretibacterium;
Clostridium_sensu_stricto_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266708503294634	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_13;
Candidatus_Aquiluna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251019767806715	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Candidatus_Aquiluna;
Tahibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251019767806715	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Tahibacter;
unidentified_Saccharimonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251019767806715	0	0	0	0	0	0	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__unidentified_Saccharimonadales;g__unidentified_Saccharimonadales;
unidentified_Bathyarchaeia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251019767806715	0	0	0	0	0	0	k__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__unidentified_Bathyarchaeia;f__unidentified_Bathyarchaeia;g__unidentified_Bathyarchaeia;
NK4A214_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251019767806715	0	0	0	0	0	1.56887354879197e-05	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group;
Scardovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235331032318795	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia;
Paludibaculum	0	0	0	0	0	0	0	0	0	0	0	0	6.27549419516787e-05	0	0	0	0	0.000235331032318795	0	0	0	0	0	0	k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__unidentified_Acidobacteriae;f__unidentified_Acidobacteriae;g__Paludibaculum;
Woeseia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235331032318795	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__Woeseia;
Herpetosiphon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235331032318795	0	0	0	0	0	4.7066206463759e-05	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__Herpetosiphon;
Candidatus_Koribacter	0	0	0	0	0.000219642296830875	0	0	0	0	0	0	0	0	0	0	0	0	6.27549419516787e-05	0	0	0	0	0	0	k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Candidatus_Koribacter;
Asticcacaulis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219642296830875	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;
Gulbenkiania	0	0	0	0	0.000219642296830875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Gulbenkiania;
KCM-B-112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219642296830875	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__KCM-B-112;
Candidatus_Puniceispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219642296830875	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__SAR116_clade;g__Candidatus_Puniceispirillum;
Altererythrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219642296830875	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altererythrobacter;
Candidatus_Udaeobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219642296830875	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Candidatus_Udaeobacter;
Pajaroellobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203953561342956	0	0	0	0	0	0	k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Pajaroellobacter;
Mesorhizobium	0	0	0	0	0.000203953561342956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;
Bergeyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203953561342956	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella;
Dorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203953561342956	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;
Tannerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203953561342956	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;
Truepera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203953561342956	0	0	0	0	0	3.13774709758394e-05	k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;
Candidatus_Saccharimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203953561342956	0	0	0	0	0	0	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Candidatus_Saccharimonas;
unidentified_Paracaedibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203953561342956	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__Paracaedibacteraceae;g__unidentified_Paracaedibacteraceae;
Rubrivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188264825855036	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Rubrivirga;
Roseburia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188264825855036	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;
Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188264825855036	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera;
Steroidobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188264825855036	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter;
Lachnospiraceae_ND3007_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188264825855036	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group;
UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188264825855036	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-003;
Bauldia	0	0	0	0	0.000172576090367116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__unidentified_Rhizobiales;g__Bauldia;
Ligilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.84436774395984e-05	0	0.000172576090367116	0	0	0	0	1.56887354879197e-05	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;
Legionella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172576090367116	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;
unidentified_Gammaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172576090367116	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__unidentified_Gammaproteobacteria;f__unidentified_Gammaproteobacteria;g__unidentified_Gammaproteobacteria;
Barnesiella	0	0	0	0	0	0	0	0	0	0	0	0	0.000172576090367116	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;
Christensenellaceae_R-7_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172576090367116	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;
Limosilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0.000109821148415438	0	0	0.000172576090367116	0	6.27549419516787e-05	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;
Caldibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0.000156887354879197	0	0	0	0	0.000109821148415438	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Caldibacillus;
Family_XIII_AD3011_group	0	0	3.13774709758394e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.84436774395984e-05	0	0.000156887354879197	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group;
SH-PL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156887354879197	0	0	0	0	0	0	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__SH-PL14;
Microvirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156887354879197	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;
Rikenellaceae_RC9_gut_group	0	0	4.7066206463759e-05	0	0.000156887354879197	0	0	0	0	0	0	0	0	0	0	0	0	0.000125509883903357	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;
Pseudonocardia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156887354879197	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;
Anaerostipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156887354879197	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;
Desulfosporosinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156887354879197	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;
Puia	0	0	0	0	0.000156887354879197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;
unidentified_Chitinophagaceae	0	0	0	0	0.000141198619391277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56887354879197e-05	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__unidentified_Chitinophagaceae;
unidentified_Methyloligellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141198619391277	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__unidentified_Methyloligellaceae;
Actinomadura	0	0	0	0	0	0	0	0	0	0	0	0	0.000141198619391277	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura;
Herminiimonas	0	0	0	0	0	0	0	0	0	0	0	0	0.000141198619391277	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas;
Coriobacteriaceae_UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141198619391277	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Coriobacteriaceae_UCG-003;
Candidatus_Nitrosopumilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141198619391277	0	0	0	0	0	0	k__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosopumilus;
Apibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141198619391277	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Apibacter;
Ignatzschineria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125509883903357	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Ignatzschineria;
Bacteriovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125509883903357	0	0	0	0	0	0	k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Bacteriovorax;
Parasutterella	0	0	0	0	0.000125509883903357	0	0	0	0	0	0	0	0	0	0	0	0	7.84436774395984e-05	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;
